event_identity,pub_identity,event_day,event_detail,event_type
a14358c0-e8ba-4cab-a916-0acd2d1b8359,6d6a1450-94bb-43fe-9ba1-d517bc6f8f3e,sunday,closed,hours
1157372f-dae8-45d3-97af-b8f60a6dfeb3,6ddca2bf-663f-49bd-8a02-b21e9b7d192c,friday,,music
d0c3320f-9654-488d-b559-39e9682ce272,6f052687-67ef-4ad9-8c6d-fe45670e166f,friday,,music
314909f5-2374-4c07-b7eb-263627721a42,70382534-b8b7-4272-8471-32f7d6300b15,friday,,music
2f41ed2a-051b-46db-8fee-8108d8658458,70382534-b8b7-4272-8471-32f7d6300b15,saturday,,music
250d466e-d0cd-4663-8ddb-3b8be6f0ea44,70f8f3dd-6351-4c10-98a3-e32e2d28c1f6,monday,closed,hours
48c38e00-acb1-4882-89a8-d22ce5ca1988,70f8f3dd-6351-4c10-98a3-e32e2d28c1f6,sunday,closed,hours
bbb526ff-f1d7-4f11-82cd-c7ee6d5669e4,70f8f3dd-6351-4c10-98a3-e32e2d28c1f6,tuesday,closed,hours
af632bac-93c8-4c0b-aeeb-12f88d63e520,72debb8c-1ea0-453a-a93e-e127a262ea06,wednesday,7pm,quiz
a8c0253a-d62b-49ee-9564-130901b09c01,735704b6-f5af-4d0c-a9d3-b670fe3c7f1a,wednesday,7.30pm,quiz
121c61cf-d888-4660-9632-82b16e914373,740a2044-a117-4a58-96a4-6861ab0fc8aa,saturday,,music
433f9592-4ebc-4cef-bd7f-4fe0d9437ecc,740a2044-a117-4a58-96a4-6861ab0fc8aa,sunday,,music
96e03893-4457-48c4-b318-0b798d586610,740a2044-a117-4a58-96a4-6861ab0fc8aa,thursday,,music
3a1e7600-ada3-426e-b65f-fc998138ed2f,740a2044-a117-4a58-96a4-6861ab0fc8aa,wednesday,,music
e210d26d-788f-4496-85eb-1fcea1d6c600,74545130-94c7-4049-92bd-86ffd7cab6cb,monday,quiz,quiz
17f909a1-ff7d-4a0c-ab75-e520fb2af261,745707c2-e7a4-4b33-9f7a-f6dfc2d6a221,sunday,,music
da1f07e6-29a0-489b-998e-fc9bda322ea2,745707c2-e7a4-4b33-9f7a-f6dfc2d6a221,wednesday,Live jazz,music
15397365-478a-448b-a109-f841c321d862,753df00b-babe-4873-a8f2-8f4cd8e02749,friday,,music
3d02a878-091e-4d20-81f9-a64ea66d8a36,753df00b-babe-4873-a8f2-8f4cd8e02749,saturday,,music
cf18fb05-6277-4008-9237-776cdf51cbce,753df00b-babe-4873-a8f2-8f4cd8e02749,thursday,,music
14e712f7-f5e9-4d29-a261-57d2f49f0b42,75965700-9d04-4f07-a637-abfdbb49266b,monday,closed,hours
0d2cc343-247c-4daa-95cc-4c6f53f96cef,76282d16-e2c6-40c8-96d1-92b81da07619,sunday,Live jazz,music
2c400154-de77-4e19-8303-e7d9c4798cde,76282d16-e2c6-40c8-96d1-92b81da07619,thursday,Comedy,comedy
4dbe3da9-778b-4142-8599-76712c8603a4,76fc0c90-f865-4cfe-bebe-21fa53717704,monday,closed,hours
08d44714-3f94-4854-ada8-4f6cbc0b4082,76fc0c90-f865-4cfe-bebe-21fa53717704,sunday,closed,hours
347c8a50-2139-47e9-b6f4-e99321f9ce9c,76fc0c90-f865-4cfe-bebe-21fa53717704,thursday,closed,hours
811115aa-936f-404d-af47-5baf430407ad,76fc0c90-f865-4cfe-bebe-21fa53717704,tuesday,closed,hours
07ea2208-ff59-4bb4-a815-101efec17d5e,76fc0c90-f865-4cfe-bebe-21fa53717704,wednesday,closed,hours
514af25d-9b07-49cc-b90d-f21544be5120,77b9faed-deb3-45be-b880-9d6ca3727a53,tuesday,7.30pm,quiz
d0fe4e45-133d-4929-b978-543af5424915,781b0d4c-788a-4bcb-8cec-c4384c566b57,monday,8pm,quiz
a1bd8117-9acb-4f53-9a6d-980f3191d6bc,781b0d4c-788a-4bcb-8cec-c4384c566b57,saturday,,music
1bf1cb6e-16c6-4a19-aad4-3aea2a67d40c,781b0d4c-788a-4bcb-8cec-c4384c566b57,sunday,,music
8bae9755-60cf-4918-af63-ef8f08628e11,78295944-cac8-4b2c-b9cb-0a439fef22b2,friday,,music
73087b75-59e3-4971-9032-5bbb96f1d891,78295944-cac8-4b2c-b9cb-0a439fef22b2,monday,7pm comedy,comedy
52634199-9f59-4c5d-8245-a4a53f1abfac,78295944-cac8-4b2c-b9cb-0a439fef22b2,tuesday,quiz,quiz
7c6464c2-3b5e-48e2-9393-83d86c0a1b50,78684f18-9f18-40ec-8737-2c89671fd73a,sunday,closed,hours
2790578c-8fa0-4d3e-b6fa-6dd12bcf3ed9,7ac26e9b-a9c7-44db-ad5c-3a08f45f50ca,thursday,8pm,quiz
49c7be36-c3ae-4ccb-957a-59e393bc0a8f,7ac26e9b-a9c7-44db-ad5c-3a08f45f50ca,tuesday,7pm,quiz
201986c4-1e2f-4f16-b6aa-e93aa7dfef8b,7b3bfade-28f1-4919-84c3-446c6da70ba6,monday,Live piano,music
848edf94-e60a-4bb8-bc30-dbfeb1d32da3,7b3bfade-28f1-4919-84c3-446c6da70ba6,wednesday,Live piano,music
4848f379-75a6-414a-8b25-47db0e806ca6,7bd3195f-3656-449e-9e63-38076f59a001,thursday,8pm,quiz
ed99a0d1-f020-478a-80d7-012b8db92e6a,7edc3e66-7f68-4a09-a085-5bf2b778831c,saturday,Dinner with DJs,entertain
371f6e1b-1a97-4a09-8e98-1e2e62919620,7edc3e66-7f68-4a09-a085-5bf2b778831c,sunday,Dinner with DJs,entertain
d43d2d11-3f4d-4107-96fd-795665a84572,7edc3e66-7f68-4a09-a085-5bf2b778831c,tuesday,7pm,quiz
75681bb3-df5e-4452-b97f-1970201fd4e8,7fee2378-ec80-4632-8309-b6dd60094fd8,monday,Comedy,comedy
1beab580-0ac0-4200-83b8-d23c96173e14,7fee2378-ec80-4632-8309-b6dd60094fd8,tuesday,Comedy,comedy
b34bfe2c-989d-4ba7-b774-75a4051982cc,7fee2378-ec80-4632-8309-b6dd60094fd8,wednesday,Comedy,comedy
a0bf52f9-0b54-4bc4-8bef-fef1f8a2ad41,8256f638-00af-4f90-9fdb-aeebbf7986da,monday,closed,hours
79ece5cf-b1fb-4661-b1d8-56708c2dbb70,8256f638-00af-4f90-9fdb-aeebbf7986da,tuesday,closed,hours
86878011-8509-4f23-b0a0-f917a60a0b4c,8256f638-00af-4f90-9fdb-aeebbf7986da,wednesday,closed,hours
e2c7c922-2de8-4776-820c-b4d68d9b2da4,83aeeb5f-1bfd-4372-b4bf-4d43b87c9601,saturday,DJs,dj
4cbf4822-d95d-4ec6-a78f-2960b2c727c4,83aeeb5f-1bfd-4372-b4bf-4d43b87c9601,sunday,6pm,quiz
bcdc6c81-a00b-4fd1-984f-6de3ca36ba4f,83aeeb5f-1bfd-4372-b4bf-4d43b87c9601,wednesday,7.30pm,quiz
1f975f00-f564-4dcf-9b36-41b7cc8d857d,8418812c-6557-4877-acc4-d528d60d6720,monday,closed,hours
6f15f927-cb22-4018-9ba0-c2445ae5cb87,8418812c-6557-4877-acc4-d528d60d6720,sunday,closed,hours
dbf815d0-23df-46cd-baca-a155c4383575,85734c01-6261-4784-b024-637b12b8d4f4,saturday,Closed,hours
f3677861-59a3-4dc3-938a-13bc4977a682,85734c01-6261-4784-b024-637b12b8d4f4,sunday,Closed,hours
fd25f32d-9729-49cb-91ff-27c4a4ecf395,859eb4d9-ba6e-43d6-b14b-275cf2a0b5ad,monday,closed,hours
36d488c1-f5b4-41e1-9a15-87762a3107c8,85c71873-b209-4b30-a592-5054413b6d84,monday,closed,hours
f57c5f18-ec1c-485f-b327-22c87a301e17,85c71873-b209-4b30-a592-5054413b6d84,sunday,closed,hours
3870d03b-aae8-4e6c-8c61-5c62fcb4213a,85c71873-b209-4b30-a592-5054413b6d84,tuesday,closed,hours
213d6820-a491-4eb1-8597-c6b3daebae20,85f36fdf-63f5-4b98-ad76-21b2ba5ef8dd,friday,DJs,dj
bab84381-0a71-4fe3-b4bf-cd98f6dd15e7,85f36fdf-63f5-4b98-ad76-21b2ba5ef8dd,saturday,,music
17007288-4eb3-4f89-9100-3b5121272e64,85f36fdf-63f5-4b98-ad76-21b2ba5ef8dd,sunday,7.30pm,quiz
5d52ce45-df2a-49f2-ad56-3532abba5c05,863b8b33-da71-4a22-a68f-4a676e39cfbe,friday,Disco,entertain
58c54890-8ba4-4335-9dc4-f17e06063263,863b8b33-da71-4a22-a68f-4a676e39cfbe,saturday,Disco,entertain
02c9263a-c247-425f-992e-20cdabe647cf,863b8b33-da71-4a22-a68f-4a676e39cfbe,sunday,8pm live jazz,music
d1400ee3-8a88-46a5-8d2b-6cbb9bee4021,863b8b33-da71-4a22-a68f-4a676e39cfbe,thursday,1st thursday of the month,quiz
a02d1de7-82bc-44dd-b57a-3ea40ef4e65e,86812052-266b-460c-92ff-f04233f4e8ae,thursday,Live jazz,music
ffd4c7ed-cc92-4e9f-bd24-35a5c81f9782,86812052-266b-460c-92ff-f04233f4e8ae,wednesday,Live piano,music
397348d4-d506-4dc7-a887-e661111b20ed,86de190a-4e39-4e2c-add6-2ffa05d0f991,monday,7.30pm,music
e6b15835-f8d4-4b86-bf49-25b02e4dc8e5,87582c9a-a4ff-4f8a-9c1f-1057c51a24ee,saturday,Wine pairing,entertain
90d8e6fe-d090-4d58-b6a3-d2b5071d6bb8,882c60eb-2ae9-4c38-915f-92fa3394951e,monday,closed,hours
0e4cb6fd-710d-4b74-b4a7-e211b7c7157f,882c60eb-2ae9-4c38-915f-92fa3394951e,tuesday,closed,hours
c3e1d34e-565b-4ec6-b208-d250b4346ae8,882c60eb-2ae9-4c38-915f-92fa3394951e,wednesday,closed,hours
e4c91f8a-bddb-46c5-bde5-dc23dfb1b792,88849456-c4ff-4c5a-8ba2-13e503983bcc,monday,closed,hours
5cbbc310-0111-492c-b6b9-185c0e3e68aa,88e63ca8-64c5-4005-9fc4-ee53d5a0443a,sunday,7pm,quiz
20a34e3d-7620-4480-b018-76369d46f507,88f4d7ea-101e-4faf-93ab-94215455a220,sunday,,music
4cc6fae5-0e4d-43b2-9161-df640fd87e4d,88f4d7ea-101e-4faf-93ab-94215455a220,thursday,,music
d92a6f8b-cf61-4ccf-a55c-0cc43a1079f2,894b94e5-4b69-4495-adb6-6d356f2a15ce,tuesday,7pm,quiz
4614d6f1-1f6b-4fab-863f-0b42bbb79440,8963e59d-8ccb-4992-9834-7904450120e6,friday,,music
289e2b38-2210-4cfb-b616-b58bf0369ba4,8963e59d-8ccb-4992-9834-7904450120e6,monday,,music
c8739cfc-d2d0-4231-a5f4-cd2aa4a5ee70,8963e59d-8ccb-4992-9834-7904450120e6,saturday,,music
1e18c496-7815-457f-b027-f687d77ff3fa,8963e59d-8ccb-4992-9834-7904450120e6,thursday,,music
86bbb39b-a326-462a-ba2c-e08c8f47a9c6,8bc03630-ea34-4c77-8f1c-cfa15e9a916a,tuesday,8pm bi-weekly,quiz
f4ba6eed-6b78-4845-bd14-345fd17ab8bf,8d4e6681-dff8-4b38-955a-44fb6e2431cc,monday,,music
4f08db99-0a4a-45ac-83ce-486eafd5219a,8d4e6681-dff8-4b38-955a-44fb6e2431cc,saturday,,music
b73e61d7-43c7-4b3a-932a-c6d0af059559,8d4e6681-dff8-4b38-955a-44fb6e2431cc,sunday,,music
11375326-90d1-4827-b213-568c38756882,8d4e6681-dff8-4b38-955a-44fb6e2431cc,thursday,,quiz
b6103d53-a9f3-4319-92d6-cf7e403cc31d,8d4e6681-dff8-4b38-955a-44fb6e2431cc,wednesday,,music
d1b2fee8-94c7-403a-b1dc-a31e049c64bf,8ec49adb-b36f-438f-98f9-4c0e495952b0,saturday,closed,hours
b690c367-0994-4ff2-92f9-88f33d2482ea,8ec49adb-b36f-438f-98f9-4c0e495952b0,sunday,closed,hours
fd33cb37-d9f1-4572-ad27-881182efec01,8f54c7a5-ef71-44e0-9164-d8207652160d,tuesday,7pm,quiz
ac941f11-01d0-49fe-b767-150734fb8a30,8f54c7a5-ef71-44e0-9164-d8207652160d,wednesday,6.30pm Open mic night,comedy
c92d4401-2b9c-4e59-8cdf-5725a6fd0a9d,915508e0-ea3d-4082-9142-7b178298dded,thursday,,quiz
28c84d7f-7350-4fee-b6ab-c48d8b2446b9,915d00c0-49dc-4036-ac5c-92153e281064,monday,Karaoke,karaoke
ed1beeff-52b1-4eb0-976c-6a7831e883d8,915d00c0-49dc-4036-ac5c-92153e281064,sunday,Live jazz,music
0f0b0127-f284-418a-b37d-bc8af1dd47fe,915d00c0-49dc-4036-ac5c-92153e281064,tuesday,quiz,quiz
cbe53e81-7f0c-40c9-98cb-c4abf844e0d1,915d00c0-49dc-4036-ac5c-92153e281064,wednesday,Comedy,comedy
ca092e91-affd-4f33-babd-09e07484391c,9231995a-345b-46a6-86e7-37642cf70e97,monday,7pm,quiz
29942f5b-e629-454f-b031-01edc201b394,9321fedb-a70a-42a3-a59f-1ba4ca6621d6,wednesday,bi-weekly,quiz
548b2b5f-e5ea-44de-aba3-c6c25a7595e3,938453ab-ad1f-4e95-9b52-7ee678665e4d,thursday,Karaoke,karaoke
87d86570-a526-4efa-a9ac-f36ed78d0adc,938453ab-ad1f-4e95-9b52-7ee678665e4d,wednesday,9pm,quiz
69717d45-67fe-4a72-99c5-a369bd5df785,93ca1ef7-254a-40f8-b767-aab9beefbfc3,friday,,music
25da5b18-b725-4a04-a80e-92ee26547e73,93ca1ef7-254a-40f8-b767-aab9beefbfc3,saturday,,music
85020823-5ab9-4277-adce-36e4b0133f6f,93ca1ef7-254a-40f8-b767-aab9beefbfc3,sunday,Live jazz,music
4850b2ab-f83f-4cd9-9652-93cdf5cfbea2,93ca1ef7-254a-40f8-b767-aab9beefbfc3,thursday,Open mic night,comedy
5fb152e2-4ccd-4743-8448-d603b0572a5e,945c6336-6711-42b2-a240-01b1b9f403c6,friday,Karaoke,karaoke
8e333a16-4af4-4b5d-a97e-02f5099f9021,94788b05-bb7f-4428-9b59-93e2d3ce7183,friday,,music
d92a4da4-ca39-4344-9fb8-10075c8456d4,94788b05-bb7f-4428-9b59-93e2d3ce7183,monday,8pm,quiz
d152d9da-6443-4cb2-ab0c-d07b57dc1558,94d24fde-0b24-4bec-a05d-3c8ca530db55,thursday,Comedy,comedy
a51628ab-06b4-4f19-9500-a6d00c398314,94d24fde-0b24-4bec-a05d-3c8ca530db55,tuesday,,quiz
03a43aa1-9184-4a5c-8b04-aebffdcb762e,9599e4f0-ade0-4f0f-9474-79522540b795,tuesday,7.30pm,quiz
7c0f1de6-74bf-4ad4-a92f-7d71425a1914,9665dbf0-9144-4a8a-a079-8d2411e5b6e0,friday,DJs,dj
166ff34b-b594-402b-85bd-660c5b9efcc1,9665dbf0-9144-4a8a-a079-8d2411e5b6e0,monday,Board games,entertain
75080b7b-ef67-4560-a26a-b1a275c2948b,9665dbf0-9144-4a8a-a079-8d2411e5b6e0,saturday,DJs,dj
991e8735-6124-41fd-a833-352534fb42f8,96ffc2fb-55cd-4c1b-a52c-707767216645,monday,closed,hours
0f18330e-6de3-42f6-b7d8-10119420d7c8,96ffc2fb-55cd-4c1b-a52c-707767216645,saturday,closed,hours
c62aaf66-70f2-45bc-8540-c4d5e8dbb941,96ffc2fb-55cd-4c1b-a52c-707767216645,sunday,closed,hours
dc09b346-8c82-4480-a15f-97c7cf2ccc90,96ffc2fb-55cd-4c1b-a52c-707767216645,tuesday,Beer pong,entertain
96ad9b21-77f6-4be6-81d7-7b37e77d0ec0,97a112a9-31a7-4be6-bae9-0b828715e042,wednesday,7.30pm,quiz
40b070bd-fa25-4c4d-973c-6b23551d2c53,97f2905d-f074-44a7-a26e-011599793af5,monday,closed,hours
a188d406-26fc-464e-b9d7-c407610048c0,97f2905d-f074-44a7-a26e-011599793af5,tuesday,closed,hours
8f9c5215-85a6-400b-baf3-e58d3ba7f225,99158172-b45e-4f12-ba5b-44a99db9a74f,monday,closed,hours
2c31f925-469a-458d-937d-bf34059d3071,9a0fe706-c6f5-4caf-8916-9455700a81f6,wednesday,Bottomless bubbles,brunch
c924886a-24ed-4c39-b156-ab79488aea51,9b132499-96eb-417c-af3d-9f364172ef33,friday,,music
6c9380d5-3cc2-43fe-8f75-7cc385650c91,9b132499-96eb-417c-af3d-9f364172ef33,saturday,,music
42ee596e-0136-49a1-986e-893bc0b50a42,9b132499-96eb-417c-af3d-9f364172ef33,sunday,,music
3e161dc1-3e43-4546-bb44-6bd275ddb6fc,9b132499-96eb-417c-af3d-9f364172ef33,tuesday,8.30pm,quiz
4fd3639a-1d77-46d3-ab4b-4e04d00cf925,9b2e6647-660e-43d8-9e27-a5f06b0ddb54,tuesday,Board games,entertain
e4100113-8eeb-48f2-87ec-cf843804b488,9bb7e86c-ca97-4f53-a349-ebf4a118342f,friday,,music
548bd4d3-0864-484d-8fe3-759d60b0dde6,9bb7e86c-ca97-4f53-a349-ebf4a118342f,tuesday,8pm,quiz
00393b17-2e54-482a-84ad-2c9ddd5aa777,9cbd4a94-74c1-4848-a59d-26bf708c61db,sunday,7pm,quiz
706161e1-6f24-444e-b89d-7f364966fbe3,9e6a558a-b9ba-49c4-ab9b-a15419070fde,sunday,7pm,quiz
d99740fe-60ab-483d-882c-329162a6f193,a37b38ba-4deb-4930-beaf-e29d4faa1a8e,sunday,evening,music
ad1cd938-443c-41ff-8016-f9f70584e201,a3a2ec56-acd3-45c6-9340-4dfacf8333cb,sunday,,music
ae8c58d1-1c85-4c6c-b040-0eea89ba3313,a6c70aaa-c0c0-4548-9583-7cb454a56cdb,wednesday,Theatre,comedy
7d937b4d-9d31-4da5-8eee-50d6274bfbdc,a760c277-aa87-4a25-b811-a6476503acf6,tuesday,Steak night,entertain
e3e5bce9-cc9c-4419-bfb3-dd01b679f5b0,a760c277-aa87-4a25-b811-a6476503acf6,wednesday,Unlimited wings,entertain
01bd787e-8b8f-4b4a-a1c9-f680fb452d58,a81d00e5-7e30-4a8d-a012-acadc43c01b0,friday,,music
ff70056c-518d-44c9-b471-293d1255369c,a81d00e5-7e30-4a8d-a012-acadc43c01b0,saturday,DJs,dj
82de3975-b1db-4dd1-bad1-49e2aab305dd,a81d00e5-7e30-4a8d-a012-acadc43c01b0,sunday,closed,hours
b1951034-a789-498a-83b5-efc597844a2b,a869327b-e950-498e-8e26-2fd0a9bfcf5e,tuesday,7.30pm,quiz
dc929199-bd99-47fa-925f-11d0f8ad94e8,a89e3f76-afa6-4c4a-96f4-2fbda8ffaa54,wednesday,8pm,quiz
95d6472e-35b4-417e-9fa5-a1cd57a92a1b,a9f0a007-62eb-47ab-b1bc-b893208a1c06,thursday,Comedy,comedy
50a6a4e3-064b-4268-8e3c-fae6e7771e0d,a9f0a007-62eb-47ab-b1bc-b893208a1c06,wednesday,,quiz
746c278a-7c8c-487b-b6d8-7cd0019bcc69,ad01716e-2623-4e4b-bcfe-ff91b14b2927,monday,7.30pm Comedy,comedy
3bffb645-42a8-402d-9b62-d748e7a9b4f5,ad01716e-2623-4e4b-bcfe-ff91b14b2927,sunday,7pm Comedy,comedy
195069c2-35e4-4ec5-b355-baf30f72d17d,ad01716e-2623-4e4b-bcfe-ff91b14b2927,thursday,8pm Comedy,comedy
4be17dad-2a2f-4585-9ef4-46a5ca99d27a,ad92a845-98eb-4307-b634-0352e47375bb,saturday,,music
86205512-1e5a-4967-a436-2bbca459d9b8,ae3acdb6-5195-4db8-8ac8-0815234d7f33,friday,,music
c563fc24-f617-4877-b5f3-7f81fc2dec6b,ae3acdb6-5195-4db8-8ac8-0815234d7f33,saturday,,music
aa336e6d-594b-4fdb-8787-7df8911c91c0,ae6dfbf2-a16e-40f6-9ff8-6133fa2f49ae,monday,7.30pm,quiz
19ba65bf-ebf3-4ef3-b4c0-1eea67742a0b,ae6dfbf2-a16e-40f6-9ff8-6133fa2f49ae,tuesday,,quiz
4a8df53e-39fd-487b-816a-5ec49a32eca7,afd355ac-6e0e-4a67-8e2d-18769b909abb,monday,7.30pm,quiz
31edec5c-e57e-4de1-8d79-40670aa6b56c,b05dbaeb-9042-4ace-b990-4c50f72a3cfc,thursday,Drag bingo 2nd thursday of the month,entertain
f99b68be-9446-48ba-832c-5effcdf57b1f,b05dbaeb-9042-4ace-b990-4c50f72a3cfc,tuesday,8pm,quiz
fa40c0ab-7884-4ed2-953f-66cec8018180,b20e073f-f317-40d8-9bfc-6b873e64ed9d,sunday,closed,hours
d9293958-b322-4fe5-922b-127fd05a9440,b29eb1ff-292d-425a-bdca-d017c819f7f8,sunday,8pm,quiz
6598ffbd-5935-4a30-94a7-71658b4a65ed,b3535775-8013-4c4e-b5ff-a83d05668a2c,saturday,,music
36451f35-8755-4530-8c99-fee56c6bbb31,b3535775-8013-4c4e-b5ff-a83d05668a2c,sunday,7pm,quiz
189eb26b-0def-4607-8190-69aa19074d08,b3535775-8013-4c4e-b5ff-a83d05668a2c,thursday,Open mic night,comedy
c6b92649-375a-41fc-a873-62ca39d166d9,b38678b1-85a6-418e-8741-4957ee3f7f5c,monday,closed,hours
b3f75416-6a7c-4cdc-8e9a-919529652385,b38678b1-85a6-418e-8741-4957ee3f7f5c,tuesday,closed,hours
e03a22e6-33ec-4aae-9214-691829dabfa1,b5a20b56-13dc-4707-a4b2-f381927d863b,sunday,7pm,quiz
8f656969-838c-427c-b68e-16afdc9b6792,b661c685-8e84-46d3-8c88-4bebf01edacb,wednesday,7.30pm,quiz
4b4c42d5-d1e1-471d-b44a-71db6cda4721,b7f16ea4-7f50-4d2c-bc48-46cddf0984c0,monday,closed,hours
d23f466e-834e-4938-9807-e0307bde6118,b7f16ea4-7f50-4d2c-bc48-46cddf0984c0,sunday,5pm,quiz
917ef18d-2d48-47d1-81f8-f316503cc245,b7f16ea4-7f50-4d2c-bc48-46cddf0984c0,tuesday,closed,hours
17420786-7655-457e-a22c-2e23f14dfa2c,b7f16ea4-7f50-4d2c-bc48-46cddf0984c0,wednesday,closed,hours
ca0f1fdc-420d-4444-b04a-e2556a3e39db,b8008c1f-9c21-46e9-9d45-6ea226c5cedb,thursday,,music
7ed14755-8721-4338-b666-e27deffa4bd0,b96faccc-34f7-4499-b3c4-9fc4b208ff34,thursday,Piano or jazz,music
1f5c33d7-549d-48d5-9637-c771cdc21072,b97c49e9-c8a8-40f6-b7be-5604e201548a,monday,7pm,quiz
4c13f35c-a9f4-48a2-9d2b-04141dd50610,b97c49e9-c8a8-40f6-b7be-5604e201548a,wednesday,8pm,quiz
889af851-29b8-4ae4-8e3f-85027f917f33,bac90b1c-9d1f-444e-b04d-f4cc4e6c80ca,sunday,closed,hours
ae0f0b99-2938-4228-baae-d1e8921b7abe,bc32e738-6d62-4be7-bf42-a447723bf076,friday,Karaoki,karaoke
fd8dce01-c6e9-4b2a-b8ed-82f8ef3a0439,bc32e738-6d62-4be7-bf42-a447723bf076,thursday,8pm,quiz
0f958927-f290-4f9e-a33f-748f5d6d14d1,bcb5569d-e16c-4959-985e-0e52ab7d293f,monday,7.45pm,quiz
56eab5cb-e370-4e78-bc07-488e12bb98ac,bd3d76b8-8795-4321-85f9-39a8397e5fdb,sunday,7pm,quiz
1bb0bd00-5e9b-439b-a09b-fdbeb45f216f,be392cbb-c520-4bf8-b2bc-af0185a610e1,monday,7pm,quiz
7c1d2a95-e79f-4537-8df2-35eb0e0bfa9c,be442317-97c2-4b63-9acf-bdfd85f186a0,tuesday,Board games,entertain
48c6f374-a3a0-4ee7-9ba2-dc413b71b388,be442317-97c2-4b63-9acf-bdfd85f186a0,wednesday,8pm,quiz
de947664-d100-4904-8e46-a761b5f375e1,be73a1f9-62cc-470a-955b-094c4b734938,monday,closed,hours
57009331-e59c-43d9-9cff-4ad5766e420e,be73a1f9-62cc-470a-955b-094c4b734938,tuesday,closed,hours
922e2226-e9ba-4aaa-a591-0f490bc69537,bf525a4f-4c2f-42cb-9ecd-1513e1decf68,sunday,,music
a90a32c0-690c-47cf-9ba3-79d1768e260b,bf525a4f-4c2f-42cb-9ecd-1513e1decf68,tuesday,Pottery,entertain
2fde5aaa-02e5-473a-8d36-f34307ad6e43,bfe9cb5f-28a3-45b0-94dd-9e0a55860a1e,sunday,8pm,quiz
5a941527-7fbb-4c46-9f68-75f4ab956e17,bfe9cb5f-28a3-45b0-94dd-9e0a55860a1e,tuesday,Open mic night,comedy
778056e1-1b1b-4199-b73a-168f015a6aeb,c0120f51-ab4c-476d-bd91-4d5f246e9074,monday,closed,hours
934733f9-d0e6-41b4-b50f-4f87f0d2c8e8,c0120f51-ab4c-476d-bd91-4d5f246e9074,sunday,closed,hours
3d544317-dbb6-47ce-9744-13d67d57e15e,c0120f51-ab4c-476d-bd91-4d5f246e9074,tuesday,closed,hours
2c268864-b039-4aee-95f2-281c6923bbe4,c1044c8f-4f99-4056-8d6a-c0ada8f65bb8,saturday,,music
f6b787cd-1db6-4d45-bca1-6be227385b0e,c1044c8f-4f99-4056-8d6a-c0ada8f65bb8,tuesday,Live jazz,music
3dbd992d-eb0e-494b-8834-88bb40e5fb18,c26bd2e6-40d3-48c8-9d1e-9d4fd4af3231,monday,8pm,quiz
972fb01a-0c98-41f4-895d-38f69e9ce706,c39dc71f-10e9-49de-8ee2-d4327dbf23e4,thursday,Sing-along,entertain
e4f38090-3058-404a-99c6-8db36ece4261,c39e7404-5f5c-4ebf-adaa-3412cb3f1a61,wednesday,8pm,quiz
77507d04-2876-4f33-bbaf-692b964f8f37,c5750a08-a2e0-4957-9628-b7425700ea90,monday,closed,hours
0cce7a64-eaa8-4061-8610-826c593f5753,c5750a08-a2e0-4957-9628-b7425700ea90,tuesday,closed,hours
ac4eacd9-1b97-4553-8f76-e89f8c63bc67,c5750a08-a2e0-4957-9628-b7425700ea90,wednesday,closed,hours
53d9572c-7539-4bca-8b0a-eeecd07c9b1e,c650c468-2d0a-4c47-910c-131f0ad077e9,thursday,9.30pm Jazz,music
45264945-a0e0-4a4c-8b04-1929f886bc94,c650c468-2d0a-4c47-910c-131f0ad077e9,wednesday,9.30pm Jazz,music
52eccf00-e623-4f53-8db1-e41221cab440,c6dc0911-17ad-48e9-8574-4aa107f434c4,sunday,,music
82d3544b-252b-4385-bf2c-35c18081a3fe,c6dc0911-17ad-48e9-8574-4aa107f434c4,thursday,8.30pm,quiz
73095b65-3ba1-49d2-937c-7d9ba7c99420,c6dc0911-17ad-48e9-8574-4aa107f434c4,tuesday,8pm poker,entertain
30ec4de0-7eed-4335-8dc7-be8f80b94045,c73c73e4-aefa-48fd-aaa7-c2abdae3aaf5,wednesday,8pm,quiz
dadd57b8-ed02-4cd0-ba36-c7623c51a5a1,c7e41c6b-81d4-411c-b051-3447583813fe,sunday,Live jazz,music
4d77910e-8d03-4e83-b2c8-7c1f0bb9f447,c7e41c6b-81d4-411c-b051-3447583813fe,thursday,,music
5d88049f-76ac-4626-be68-02cbec8adfb9,c7e41c6b-81d4-411c-b051-3447583813fe,wednesday,8pm,quiz
4af5015c-7d23-4d91-95c7-a97e68ece93c,c842ceb4-a74b-43d4-8441-3adbbd4daf8d,friday,,music
133b9b78-b70a-4473-a740-5c4ad02e4771,c842ceb4-a74b-43d4-8441-3adbbd4daf8d,saturday,,music
a44a4fef-7687-4ed8-8561-a2e69f15754b,c842ceb4-a74b-43d4-8441-3adbbd4daf8d,tuesday,Games night,entertain
210dc404-35a0-4ce9-b7ce-aa89f51b1b0a,c842ceb4-a74b-43d4-8441-3adbbd4daf8d,wednesday,,quiz
4ed07b36-a068-4652-b866-55aa941bbaf1,c85d9111-5376-444d-aadd-6959fe11f72d,saturday,,music
1499cff5-9a82-4a83-9a06-0e0cbed9ccc3,c997af44-8b84-43df-b0d4-91a4479649ca,tuesday,,quiz
b380a6be-d0fd-4ce7-8b93-3df4ff621f49,c9cb2f10-838b-400b-aaa9-a2a2a4defe64,sunday,Jazz music,music
